2021-09-15 01:18:26,814 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4161@Joses-MacBook-Pro.local , expiry : 30000
2021-09-15 13:25:49,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:55,080 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:02,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:08,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:16,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:22,077 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:29,901 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:35,578 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:43,401 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:49,078 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:26:56,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:02,580 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:10,405 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:16,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:23,901 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:29,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:37,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:43,077 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:50,901 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:27:56,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:04,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:10,077 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:17,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:23,578 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:31,402 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:37,077 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:44,901 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:50,578 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:28:58,401 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:04,082 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:11,909 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:17,587 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:25,412 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:31,089 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:38,913 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:44,594 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:52,418 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:29:58,092 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:05,915 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:11,591 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:19,416 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:25,091 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:32,915 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:38,592 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:46,415 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:52,093 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:30:59,918 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:05,592 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:13,415 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:19,092 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:26,920 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:32,593 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:40,416 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:46,093 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:53,915 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:31:59,594 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:07,417 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:13,093 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:20,919 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:26,599 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:34,418 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:40,094 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:47,922 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:32:53,599 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:01,416 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:07,095 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:14,921 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:20,594 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:28,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:34,093 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:41,922 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:47,597 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:33:55,418 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:01,094 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:08,917 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:14,604 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:22,418 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:28,094 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:35,919 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:41,595 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:49,420 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:34:55,095 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:02,918 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:08,595 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:16,418 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:22,097 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:29,919 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:35,595 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:43,419 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:49,096 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:35:56,919 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:02,596 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:10,419 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:16,095 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:23,919 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:29,596 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:37,426 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:43,096 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:50,925 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:36:56,599 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:04,424 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:10,104 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:17,922 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:23,598 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:31,420 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:37,097 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:44,921 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:50,602 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:37:58,421 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:04,097 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:11,920 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:17,597 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:25,420 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:31,099 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:38,924 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:44,603 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:52,420 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:38:58,098 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:05,921 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:11,598 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:19,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:25,103 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:32,921 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:38,600 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:46,423 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:52,100 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:39:59,924 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:05,602 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:13,422 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:19,099 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:26,923 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:32,599 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:40,422 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:46,099 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:53,922 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:40:59,602 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:07,423 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:13,099 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:20,927 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
